scholarship_program_name,promoter,funds,education_level,region,race,religion,major_study,gpa,gpa_status,identity,underrepresented_minority,volunteering,first_generation,parental_status,enrollment_pattern,low_income,background,total_awardee,deadline,essay,funding_type,scholarship_status
Kahoot Live Scholarship,Bold,500,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/26/2023,FALSE,Donor,Open
Corrick Family First-Gen Scholarship,Corrick Family,1500,Undergraduate,All USA States,,Public,STEM,0,FALSE,All gender,FALSE,FALSE,TRUE,Together,Traditional Student,FALSE,First-generation,1,08/18/2023,TRUE,Donor,Open
Social Change Fund United Scholarship,The Social Change Fund United,15000,Undergraduate-Graduate,All USA States,African American/Black,Public,Mental Health,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,3,10/06/2023,TRUE,Donor,Open
Solomon Vann Memorial Scholarship,Juanita Inman-Vann,1000,Senior High School-Undergraduate,Alabama,,Public,Business/Computers/Engineering/Music/Psychology,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Mental illness experience,2,10/18/2023,TRUE,Donor,Open
Scholly No-Essay Scholarship,Bold,500,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,06/01/2023,FALSE,Independent,Open
CampusReel No-Essay Scholarship,Bold,500,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,06/01/2023,FALSE,Independent,Open
AI Innovators Undergraduate Scholarship,CommandBar,2000,Undergraduate,All USA States,,Public,Artificial Intelligent,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,12/15/2023,TRUE,Donor,Open
Youssef University's Muslim Scholarship Fund,Youssef Hasweh,1500,Any,All USA States,,Islam,Any,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,08/15/2023,TRUE,Donor,Open
Ed and Flora Pellegri Scholarship,Edward Pellegri,5000,Senior High School-Undergraduate,Massachusetts/Connecticut,,Public,Law Enforcement/Nursing/Teaching,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,08/15/2023,TRUE,Donor,Open
Robert F. Lawson Fund for Careers that Care,Lance Lawson,500,Senior High School-Undergraduate,All USA States,,Public,Healthcare/Social Work/Government/Education,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,TRUE,Low-income,1,04/15/2024,TRUE,Donor,Open
Walking in Authority International Ministry Scholarship,Walking in Authority Internation Ministry,650,Senior High School-Undergraduate,All USA States,,Public,Any,2.5,TRUE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering,1,10/15/2023,TRUE,Donor,Open
Andrea Claire Matason Memorial Scholarship,The Matason Family,1000,Senior High School-Undergraduate,All USA States,,Public,Veterinary,0,FALSE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering at animal shelter or rescue group,2,05/21/2023,TRUE,Ended,Reviewing
Medford Volunteer Ambulance Aspiring Healthcare Hero's Scholarship,Medford Volunteer Ambulance Inc,3000,Senior High School,New-York,,Public,Healthcare,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,5,05/01/2023,TRUE,Ended,Reviewing
Dynamic Edge Women in STEM Scholarship,Dynamic Edge Inc,4000,High School-Undergraduate,Michigan/Tennessee,,Public,STEM-related,0,FALSE,Female,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,05/10/2023,TRUE,Ended,Reviewing
Future of Aviation Scholarship,Thomas Mannion,2500,High School-Undergraduate,All USA States,,Public,Aviation/Piloting,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/15/2023,TRUE,Ended,Reviewing
Rita A. Clark Future Educator Award,Lynn Clark,550,Senior High School-Undergraduate,Massachhusetts,,Public,Education,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/17/2023,TRUE,Donor,Reviewing
Mattie's Way Memorial Scholarship,Wilmoth Family,1000,Senior High School-Undergraduate,West Virginia/Georgia/Alabama,,Public,Psychology/Counseling,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/02/2023,TRUE,Ended,Reviewing
HRCap Next-Gen Leadership Scholarship,HRCap Inc,5000,Undergraduate-Graduate,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,AAPI student,6,05/14/2023,TRUE,Ended,Reviewing
JDT Ventures Scholarship Fund,We Clean and Azcany Brand,1000,Senior High School,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,TRUE,International citizen/Low-income,2,04/19/2023,TRUE,Ended,Reviewing
Edward Feliciano Mentoring Nurse Anesthesia Scholarship,Gibson CRNA A Nursing Anesthesia Corporation,1000,Any,All USA States,,Public,Nursing Anesthesia,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Passionate about mentoring or motivating others,1,05/01/2023,TRUE,Ended,Reviewing
Net Impact Berkeley Social Impact Scholarship,Net Impact Berkeley,3000,Senior High School,All USA States,,Public,Any,0,FALSE,All gender,TRUE,FALSE,TRUE,Together,Traditional Student,FALSE,First-generation/Underrepresented minority,3,05/14/2023,TRUE,Ended,Reviewing
Andrew Perez Mental Illness/Suicidal Awareness Education Scholarship,Jesus Perez,1000,High School-Undergraduate,All USA States,BIPOC,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/13/2023,TRUE,Ended,Reviewing
Jake Thomas Williams Memorial Scholarship,Williams Family,2750,Senior High School,All USA States,,Public,Social work/Therapy/Psychology,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/12/2023,TRUE,Donor,Reviewing
Jailyn Tamia Scholarship,JAILYNTAMIA Headquarters,2000,Undergraduate-Graduate,All USA States,,Public,Business,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Plan to begin a business or become an entrepreneur,2,05/01/2023,TRUE,Ended,Reviewing
Kyle Rairdan Memorial Aviation Scholarship,Rairdan,4000,Any,All USA States,,Public,Aviation,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Community involvement,2,05/10/2023,TRUE,Ended,Reviewing
DK Memorial Sports Broadcasting Scholarship,Friends of DK,2500,Undergraduate-Graduate,All USA States,,Public,Sports Broadcasting/Sports Journalism,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,TRUE,Ended,Reviewing
Martha Galvez Memorial Scholarship,Cassie Galvez,1000,Any,Washington,,Public,Nursing,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,TRUE,Ended,Reviewing
Awarded,Tyra-Ochoa Family,5000,Senior High School,Texas,,Public,Art/Music/Education/Healthcare,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/08/2023,TRUE,Ended,Reviewing
Sammy Ochoa Memorial Scholarship,Tyra-Ochoa Family,5000,High School,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/08/2023,TRUE,Ended,Reviewing
Ohio Soccer Moms and Dads Scholarship,Soccer Moms and Dads LLC,500,Undergraduate,Ohio,,Public,Soccer,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Plays varsity for college or university team,1,05/01/2023,TRUE,Ended,Reviewing
Advantech Intelligent Planet Scholarship,Advantech,10000,Senior High School,California/Ohio/Kentucky/Indiana,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,4,05/01/2023,TRUE,Donor,Reviewing
Donovan Ghimenti Legacy Scholarship,Ghimenti Family,5000,High School-Undergraduate,California,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Affected by mental health issues or drug abuse,5,05/01/2023,TRUE,Ended,Reviewing
Short Squees Wall Street Scholarship,Bold,1000,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,FALSE,Ended,Reviewing
Alan Perlow Scholarship,Perlow,806,Senior High School-Undergraduate,All USA States,,Jewish,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,TRUE,Low-income,1,05/01/2023,TRUE,Donor,Reviewing
G.A. Johnston Memorial Scholarship,Johnston Family,1000,Undergraduate,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Interest in watercolor painting,1,05/01/2023,TRUE,Ended,Reviewing
Cleadieais and Dianna Memorial Scholarship,Eric Alston,650,Senior High School,South Carolina,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,TRUE,Low-income,1,05/01/2023,TRUE,Donor,Reviewing
Delories Thompson Scholarship,Marcus Thomas,1000,Undergraduate,All USA States,African American/Black,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,HBCU student,1,05/01/2023,TRUE,Donor,Reviewing
Stephen LeCornu Routh Memorial Scholarship,Anonymous,5000,Senior High School-Undergraduate,Tennessee,,Public,Engineering,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/30/2023,TRUE,Ended,Reviewing
Maverick Grill and Saloon Scholarship,Maverick Grill and Saloon,3000,Senior High School-Undergraduate,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,05/01/2023,TRUE,Ended,Reviewing
Kiaan Patel Scholarship,Neel Patel,500,Senior High School,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Pursuing higher education,1,05/01/2023,TRUE,Ended,Reviewing
Tom LoCasale Developing Character Through Golf Scholarship,LoCasale Family and Friend,2000,Senior High School,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Plays golf,2,04/26/2023,TRUE,Ended,Reviewing
Aunty Geri Kuhia Tribute Scholarship,Sandwich Islands Network Inc,3000,Senior High School-Undergraduate,California,,Public,Performing Arts,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,3,05/01/2023,TRUE,Ended,Reviewing
Non-Obvious Insight Scholarship,Bold,1000,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/01/2023,FALSE,Ended,Reviewing
Big Picture Scholarship,Cynthia Ho,1000,High School,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/26/2023,TRUE,Ended,Reviewing
Strength in Neurodiversity Scholarship,Alyssa Douglass,1100,Senior High School,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Diagnosed or Suspected with a learning disability,1,04/27/2023,TRUE,Donor,Reviewing
Project Pride of NJ Scholarship,Francesca Stella & donors,1490,Senior High School-Undergraduate,New Jersey,,Public,Any,0,FALSE,LGBTQ+,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Community service,1,05/01/2023,TRUE,Donor,Reviewing
Johnnie M. Parris Public Service Scholarship,Johnnie M. Parris Foundation,1000,High School,Florida,,Public,Education/Political Science/Social Justice/Law,2.5,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/25/2023,TRUE,Ended,Reviewing
Cheddar News Need2Know Scholarship,Bold,1000,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,FALSE,Ended,Reviewing
Adam Montes Pride Scholarship,Partridge,1000,Any,All USA States,,Public,Any,0,FALSE,LGBTQ+,TRUE,FALSE,TRUE,Together,Traditional Student,FALSE,First-generation,2,05/01/2023,TRUE,Ended,Reviewing
Adrin Ohaekwe Memorial Scholarship,Naomi Davide,1000,Undergraduate,All USA States,BIPOC,Public,Any,0,FALSE,Male,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Chess as hobbies,1,05/01/2023,TRUE,Ended,Reviewing
North Star Dreamers Memorial Scholarship,Spring Piatek,5000,High School,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Career in science or invention or entrepreneurship,1,04/25/2023,TRUE,Ended,Reviewing
Jerome D. Carr Memorial Scholarship for Overcoming Adversity,Matthew Brick,500,Undergraduate,All USA States,BIPOC,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,TRUE,Ended,Reviewing
Ubuntu Scholarship,Melissa Sandoval,500,Senior High School,Harlem/New-York,,Public,Any,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/15/2023,TRUE,Ended,Reviewing
Carolyn Hawkins Memorial Scholarship,Joye Ashby Sherri Leimer Jennifer Fields and Mary Martin,600,Senior High School,Tennessee,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,TRUE,Low-income,1,05/01/2023,TRUE,Donor,Reviewing
Seherzada Scholarship,Ajdin Masic,1100,Any,All USA States,,Public,Any,0,FALSE,Female,FALSE,FALSE,FALSE,Single mother,Traditional Student,FALSE,A parent/English as second language,1,05/01/2023,TRUE,Donor,Reviewing
James Allen Crosby & William Edward Huff Scholarship,Misty Thomas,500,Senior High School,All USA States,,Public,Criminal Justice/Forensic Science,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,TRUE,Ended,Reviewing
Della Fleetwood-Sherrod Humanitarian Scholarship,Fleetwood-Sherrod Family,3050,Senior High School,North Carolina,BIPOC,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,TRUE,Low-income,2,04/25/2023,TRUE,Donor,Reviewing
Evan T. Wissing Choose a Better Life Scholarship,Katy Uhl,1000,Senior High School-Undergraduate,Colorado,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,TRUE,Ended,Reviewing
James Michael Morris Family Scholarship,The Educational Foundation in Ophthalmic Optics Inc,20000,Any,All USA States,,Public,Ophthalmic/Optometric Support Services,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,4,05/01/2023,TRUE,Ended,Reviewing
David Foster Memorial Scholarship,Foster,2500,Senior High School,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,TRUE,Ended,Reviewing
Dr. Magidson Memorial Theater Scholarship,Magidson Family,5000,Any,All USA States,,Public,Theater Arts,0,FALSE,All gender,FALSE,FALSE,TRUE,Together,Traditional Student,TRUE,First-generation/Low-income,1,04/27/2023,TRUE,Ended,Reviewing
Francis E. Moore Prime Time Ministries Scholarship,Family of Francis E. Moore,1000,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Affected by incarceration,1,05/01/2023,TRUE,Ended,Reviewing
Aircraft Mechanics for Aircraft Mechanics Scholarship,Colton Parker,2000,Any,All USA States,,Public,Aircraft Maintenance,0,FALSE,All gender,TRUE,FALSE,FALSE,Together,Traditional Student,TRUE,Low-income/Underrepresented minority,2,05/01/2023,TRUE,Ended,Reviewing
Most Improved Student Scholarship,Fernando Garcia,500,Senior High School,Illinois,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Improvement academically and personally,1,05/01/2023,TRUE,Ended,Reviewing
Patriots Path Scholarship,Navy Yacht Club Long Beach,5000,Senior High School-Undergraduate,All USA States,,Public,Any,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,ROTC/JROTC,5,05/01/2023,TRUE,Donor,Reviewing
Beatrice Diaz Memorial Scholarship,Lisa Truppa,1000,Senior High School-Undergraduate,Texas,,Public,Education/Business Administration,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,05/01/2023,TRUE,Ended,Reviewing
Sylvester Taylor Invictus Hospitality Scholarship,Think Outside The World LLC,3000,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Hospitality Industry/Food Service,3,04/24/2023,TRUE,Donor,Reviewing
Anti-Racism Daily Scholarship,Bold,1000,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,FALSE,Ended,Reviewing
I Matter Scholarship,The O'Neal Family,2100,High School,All USA States,BIPOC,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,TRUE,Low-income,2,05/01/2023,TRUE,Donor,Reviewing
Jack Fluxare Hytner Memorial Scholarship,Steven Hullander,1000,Senior High School-Undergraduate,All USA States,,Public,Computer Science/Video Game Design and Production,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/01/2023,TRUE,Donor,Reviewing
Ray W Bausick Green Industry Memorial Scholarship,Kevin Koss,15000,Senior High School-Undergraduate,All USA States,,Public,Landscape Architecture/Agronomics/Turf Management,2.7,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,3,04/30/2023,TRUE,Ended,Reviewing
Margaret E. Lucas Full-Blooded Wolfpack Memorial Scholarship,Anonymous,13500,Undergraduate,All USA States,,Public,Special Education,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,North Carolina State University student,2,05/01/2023,TRUE,Donor,Reviewing
Emma Jane Hastie Scholarship,Zenobia Hastie,1000,Undergraduate,All USA States,,Public,Medicine/Counseling/Military/Hospitality/Municipal Work,0,FALSE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering/Community Service,1,04/25/2023,TRUE,Ended,Reviewing
Tammy Needham Memorial Scholarship,Follum Hydrologic Solutions LLC,1000,Senior High School-Undergraduate,Wyoming,,Public,STEM/Education,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,TRUE,Ended,Reviewing
Cazares Family Trade Scholarship,Cazares,1500,Senior High School,All USA States,,Public,Trade School,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/07/2023,TRUE,Ended,Reviewing
Community Pride Scholarship,Jeremy Russeau,600,Senior High School,All USA States,,Public,Any,0,FALSE,LGBTQIA+,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering/Public Service,1,05/05/2023,TRUE,Donor,Reviewing
Coffee and Crypto Scholarship,Bold,1000,Any,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,FALSE,Ended,Reviewing
Joseph C. Lowe Memorial Scholarship,Lowe Family,2500,Senior High School-Undergraduate,All USA States,,Public,History,0,FALSE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering/Community Service,1,05/01/2023,TRUE,Donor,Reviewing
Coleman for Patriots Scholarship,Nolan Coleman,500,Any,All USA States,,Public,Any,3.0,TRUE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering,1,05/08/2023,TRUE,Ended,Reviewing
Valiyah Young Scholarship,Valiyah Young,500,Senior High School-Undergraduate,Washington/Maryland/Virginia,,Public,Any,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,05/01/2023,TRUE,Ended,Reviewing
Evan James Vaillancourt Memorial Scholarship,Vaillancourt,1200,Senior High School,All USA States,,Public,Nursing,3.0,TRUE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering/Community Service,1,05/01/2023,TRUE,Donor,Reviewing
Female Musician Scholarship,Anonymous Donor,20000,High School-Undergraduate,All USA States,Middle Eastern/Asian/Pakistani,Public,Any,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Has contributed to the musical arts band or chorus or orchestra,1,04/15/2023,TRUE,Ended,Awarded
Textbooks and Tatami Martial Arts Scholarship,Ben Bullock,1000,High School-Undergraduate,All USA States,,Public,Sport Martial Arts,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/15/2023,TRUE,Ended,Awarded
Betsy V Brown Veterinary Scholarship,Viersen-Brown Family,7500,Graduate,All USA States,BIPOC,Public,Veterinary,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,5,04/12/2023,TRUE,Ended,Awarded
Mo Lottie Simons BELIEVE Scholarship,Wider,500,Senior High School-Undergraduate,South Carolina,BIPOC,Public,Any,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Community Service,1,04/05/2023,TRUE,Ended,Awarded
Ward AEC Scholarship,Anonymous Donor,1000,Senior High School-Undergraduate,All USA States,,Public,Architecture/Engineering/Connstruction,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/17/2023,TRUE,Ended,Awarded
Ginny Biada Memorial Scholarship,The Biada Family,1500,Undergraduate,All USA States,,Public,Any,0,FALSE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering,1,04/01/2023,TRUE,Ended,Awarded
Philippe Forton Scholarship,The Forton and Hart Families,2500,Senior High School,All USA States,,Public,Nursing,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/15/2023,TRUE,Ended,Awarded
Spencer Otteson Memorial Scholarship,Jerad Otteson,1000,Senior High School-Undergraduate,Minnesota,,Public,Education,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/20/2023,TRUE,Ended,Awarded
Paige's Promise Scholarship,Paige's Promise,500,High School-Undergraduate,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Working to support the problem of substance abuse,1,04/15/2023,TRUE,Ended,Awarded
Martha Mitchell Truth Scholarship ,Martha Mitchell House and Foundation Inc,2050,Undergraduate-Graduate,All USA States,,Public,Preserving Civil Liberties,0,FALSE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering,1,04/18/2023,TRUE,Donor,Awarded
GD Sandeford Memorial Scholarship,Sandeford Family,3000,Undergraduate,All USA States,African American,Public,Any,2.75,TRUE,All gender,FALSE,TRUE,TRUE,Together,Traditional Student,FALSE,Volunteering/First-generation,3,04/15/2023,TRUE,Ended,Awarded
Julia Elizabeth Legacy Scholarship,Cedric Scott Jr,1065,High School,All USA States,African American,Public,STEM,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/08/2023,TRUE,Donor,Awarded
Richard Dunk Matthews II Scholarship,Richard Dunk Matthews II Welding Scholarship,1500,Senior High School,All USA States,,Public,Trades,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,3,04/15/2023,TRUE,Ended,Awarded
Mark Suren Melkonian Memorial Scholarship,Bryce Hovannisian,1000,Senior High School,California,,Public,Agriculture,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/11/2023,TRUE,Ended,Awarded
JADED Recovery Scholarship,Damon and Julia Click,7000,High School-Undergraduate,All USA States,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Experienced drug or alcohol addiction,2,04/16/2023,TRUE,Ended,Awarded
Norma's Nursing Education Scholarship,Lee Lowicki,5000,Undergraduate-Graduate,New-York/New Jersey,,Public,Nursing,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/15/2023,TRUE,Ended,Awarded
28 Days of Black History Scholarship,Bold,1000,Any,All USA States,Black,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,02/28/2023,FALSE,Ended,Awarded
PSIVision Youths Pursuing Behavioral Studies Scholarship,Sarah Michel,500,High School,All USA States,,Public,Behavioral studies,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/08/2023,TRUE,Ended,Awarded
Marilyn J. Palmer Memorial,Palmer,500,Senior High School-Undergraduate,All USA States,,Public,Trade/Vocational,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,03/12/2023,TRUE,Ended,Awarded
J.R. McMasters Memorial Scholarship,Breanna McMasters,2000,Senior High School,All USA States,,Public,Law Inforcement,3.4,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,04/12/2023,TRUE,Ended,Awarded
Pamela Branchini Memorial Scholarship,Dan Branchini Bruce Ewing Barbara Bell and the Glitter Team,2000,Any,Nevada,,Public,Fine Arts,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,04/01/2023,TRUE,Ended,Awarded
Jessie Koci Future Entrepreneurs Scholarship,Koci Family,1000,Senior High School-Undergraduate,Kansas,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Pursuing future entrepreneur,1,04/05/2023,TRUE,Ended,Awarded
Russell Koci Skilled Trade Scholarship,Koci Family,1075,Senior High School-Undergraduate,All USA States,,Public,Trade,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/05/2023,TRUE,Ended,Awarded
In My Mother's Name Scholarship,Intention Enterprises LLC,500,Undergraduate-Graduate,All USA States,Caribbean ,Public,Nursing,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/11/2023,TRUE,Ended,Awarded
Sean Flynn Memorial Scholarship,Sean Flynn Foundation,500,High School,Pennsylvania,,Public,Any,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,1,04/02/2023,TRUE,Ended,Awarded
Glenda W. Brennan Good Works Memorial Scholarship,Daniel Brennan,1000,High School-Undergraduate,All USA States,,Public,Travel Industry,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,Gives back to the community,2,04/01/2023,TRUE,Ended,Awarded
Rev Herman A. Martin Memorial Scholarship,Chauncey Jones,1000,Senior High School,Arkanasas,,Public,Any,3.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,04/19/2023,TRUE,Ended,Awarded
Kynnedy Simone I Am The Dream Scholarship,Kynnedy Smith,500,Senior High School,All USA States,African American,Public,Any,2.5,TRUE,All gender,FALSE,TRUE,FALSE,Together,Traditional Student,FALSE,Volunteering/Community Service,1,04/15/2023,TRUE,Ended,Awarded
Nicholas Hamlin Tennis Memorial Scholarship,Nicholas Hamlin,1000,High School,All USA States,,Public,Sport Tennis,0,FALSE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,04/05/2023,TRUE,Ended,Awarded
Alcide Thomas Jr. Scholarship,Thomas Family,1320,High School,All USA States,,Public,Any,2.0,TRUE,All gender,FALSE,FALSE,FALSE,Together,Traditional Student,FALSE,None,2,04/15/2023,TRUE,Donor,Awarded
